REPORTDATE,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,NEIGHBORHOOD_ID
2/27/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,montclair
8/6/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
9/18/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,hampden-south
8/19/2012,5707,CRIMINAL TRESPASSING,All Other Crimes,montbello
11/21/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
11/21/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
1/7/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,city-park-west
2/26/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,ruby-hill
7/22/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,speer
6/3/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cole
9/8/2012,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,civic-center
9/21/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,city-park-west
9/20/2012,2399,THEFT - OTHER,Larceny,platt-park
9/20/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
11/17/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
5/30/2012,2205,BURGLARY - BUSINESS NO FORCE,Burglary,rosedale
7/9/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,rosedale
8/30/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
3/24/2013,1205,ROBBERY - STREET,Robbery-Street-Res,five-points
1/21/2012,1205,ROBBERY - STREET,Robbery-Street-Res,montbello
10/17/2012,2399,THEFT - OTHER,Larceny,college-view-south-platte
9/12/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,virginia-village
12/4/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
4/6/2013,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,civic-center
6/27/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
7/11/2012,3599,DRUG - MAKE/SELL OTHER DRUG,Drug Offenses,hale
7/10/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,montclair
12/6/2012,2205,BURGLARY - BUSINESS NO FORCE,Burglary,montbello
3/2/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
7/17/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
7/17/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,highland
2/2/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,globeville
11/29/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
1/4/2012,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,capitol-hill
10/16/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
4/8/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,virginia-village
9/23/2012,2308,THEFT - FROM BLDG,Larceny,south-park-hill
3/5/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,speer
8/18/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
10/13/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,berkeley
10/5/2012,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,cherry-creek
10/22/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,villa-park
4/26/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,highland
4/26/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,virginia-village
4/23/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
10/24/2012,2205,BURGLARY - BUSINESS NO FORCE,Burglary,five-points
12/6/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,union-station
8/29/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
12/9/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,west-colfax
6/18/2012,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,barnum
6/5/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
8/14/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,jefferson-park
8/14/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
1/30/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
4/5/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
6/16/2013,2399,THEFT - OTHER,Larceny,lincoln-park
3/15/2013,2399,THEFT - OTHER,Larceny,northeast-park-hill
7/21/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,overland
8/14/2013,5707,CRIMINAL TRESPASSING,All Other Crimes,five-points
8/9/2013,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,northeast-park-hill
12/30/2015,2799,THEFT - EMBEZZLE,All Other Crimes,five-points
4/27/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cory-merrill
9/21/2015,1205,ROBBERY - STREET,Robbery-Street-Res,north-capitol-hill
8/22/2013,1202,ROBBERY - BUSINESS,Robbery-Business,berkeley
5/12/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,overland
5/6/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sun-valley
6/24/2015,1205,ROBBERY - STREET,Robbery-Street-Res,lincoln-park
9/30/2013,2399,THEFT - OTHER,Larceny,overland
8/16/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
12/17/2014,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,sun-valley
11/28/2015,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,hale
5/8/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
6/4/2013,1205,ROBBERY - STREET,Robbery-Street-Res,hale
9/23/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
9/6/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
3/10/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cherry-creek
3/16/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,elyria-swansea
6/4/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,overland
8/3/2013,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,capitol-hill
4/2/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
2/12/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
3/17/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cherry-creek
4/25/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
1/10/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,skyland
1/10/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,skyland
7/21/2013,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,villa-park
6/18/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,east-colfax
7/25/2013,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,college-view-south-platte
7/25/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
7/20/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,civic-center
8/22/2013,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,east-colfax
5/23/2013,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,east-colfax
5/20/2013,4803,POLICE - FALSE INFORMATION,All Other Crimes,washington-virginia-vale
1/20/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,barnum
7/22/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
6/7/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,regis
7/12/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
7/15/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,west-colfax
3/1/2013,3599,DRUG - PCS - OTHER DRUG,Drug Offenses,overland
1/30/2013,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,overland
4/12/2016,2399,THEFT - OTHER,Larceny,globeville
5/17/2015,2303,THEFT - SHOPLIFT,Larceny,platt-park
5/19/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
5/13/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,jefferson-park
3/21/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cory-merrill
8/20/2013,1316,THREATS TO INJURE,All Other Crimes,cory-merrill
8/22/2013,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,barnum
9/1/2015,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,barnum
8/14/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
10/19/2013,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,barnum-west
2/20/2014,3560,DRUG - MARIJUANA SELL,Drug Offenses,university
1/10/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
8/13/2013,5312,DISTURBING THE PEACE,All Other Crimes,montbello
8/20/2013,1316,THREATS TO INJURE,All Other Crimes,valverde
11/11/2014,1205,ROBBERY - STREET,Robbery-Street-Res,city-park-west
2/22/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
7/6/2013,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,mar-lee
6/17/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sun-valley
8/8/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
6/18/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cole
6/21/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,gateway-green-valley-ranch
8/1/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
6/20/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,wellshire
3/9/2014,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,cole
5/30/2013,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,overland
5/27/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
7/9/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,five-points
6/22/2013,7199,PROPERTY CRIMES OTHER,All Other Crimes,valverde
6/22/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,montclair
8/13/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,sun-valley
12/11/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
6/25/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,cole
5/9/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,overland
5/9/2013,2205,BURGLARY - BUSINESS NO FORCE,Burglary,montbello
8/16/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
4/21/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,south-park-hill
3/24/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
3/11/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,speer
12/24/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,west-colfax
6/25/2015,2308,THEFT - FROM BLDG,Larceny,west-colfax
11/10/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/6/2014,2308,THEFT - FROM BLDG,Larceny,montclair
4/9/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-park-west
3/12/2015,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,university-park
10/18/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
3/28/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
8/17/2015,1205,ROBBERY - STREET,Robbery-Street-Res,north-capitol-hill
7/23/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cole
10/26/2014,1202,ROBBERY - BUSINESS,Robbery-Business,baker
2/10/2015,2399,THEFT - OTHER,Larceny,valverde
3/26/2014,3562,DRUG - MARIJUANA POSSESS,Drug Offenses,globeville
12/30/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
10/15/2015,2303,THEFT - SHOPLIFT,Larceny,five-points
8/23/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
2/9/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
2/9/2016,2303,THEFT - SHOPLIFT,Larceny,overland
1/14/2016,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,elyria-swansea
7/8/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,ruby-hill
9/18/2014,1205,ROBBERY - STREET,Robbery-Street-Res,five-points
1/21/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,marston
9/30/2013,5707,CRIMINAL TRESPASSING,All Other Crimes,overland
12/4/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,rosedale
2/18/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
4/12/2014,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,westwood
3/28/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/15/2015,1205,ROBBERY - STREET,Robbery-Street-Res,union-station
10/4/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
3/17/2014,2303,THEFT - SHOPLIFT,Larceny,baker
11/22/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,five-points
12/3/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-park-west
9/30/2013,5016,VIOLATION OF COURT ORDER,All Other Crimes,lowry-field
1/23/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
3/19/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,indian-creek
9/5/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,capitol-hill
3/21/2015,1202,ROBBERY - BUSINESS,Robbery-Business,elyria-swansea
1/26/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,south-park-hill
10/10/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
10/9/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
2/27/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
6/22/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
9/3/2014,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,washington-virginia-vale
3/27/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
12/18/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
10/9/2013,2205,BURGLARY - BUSINESS NO FORCE,Burglary,hampden
6/27/2015,1205,ROBBERY - STREET,Robbery-Street-Res,civic-center
9/17/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
11/30/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
1/19/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,city-park
10/24/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,marston
4/6/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,virginia-village
12/4/2015,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,cheesman-park
3/29/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,highland
4/5/2015,2399,THEFT - OTHER,Larceny,cheesman-park
3/10/2014,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,villa-park
2/9/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
2/17/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,platt-park
9/7/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sloan-lake
8/19/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,virginia-village
11/18/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
9/14/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
7/18/2015,2205,BURGLARY - BUSINESS NO FORCE,Burglary,elyria-swansea
2/24/2014,2303,THEFT - SHOPLIFT,Larceny,baker
2/20/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
3/20/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
7/27/2014,1205,ROBBERY - STREET,Robbery-Street-Res,capitol-hill
11/28/2013,2999,CRIMINAL MISCHIEF - MTR VEH,Criminal Mischief-Vehicle,baker
6/16/2014,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,globeville
10/26/2014,1202,ROBBERY - BUSINESS,Robbery-Business,montbello
2/28/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,villa-park
11/19/2015,1205,ROBBERY - STREET,Robbery-Street-Res,regis
2/20/2015,3560,DRUG - MARIJUANA SELL,Drug Offenses,montbello
3/1/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
11/1/2015,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,harvey-park
8/10/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
7/21/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
1/4/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,platt-park
12/19/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,gateway-green-valley-ranch
1/7/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
7/27/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
7/9/2014,2399,THEFT - OTHER,Larceny,five-points
8/1/2013,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,hale
11/19/2014,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,hampden
12/23/2013,2302,THEFT - PURSE SNATCH NO FORCE,Larceny,cbd
6/23/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
6/5/2015,1202,ROBBERY - BUSINESS,Robbery-Business,south-park-hill
5/23/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
12/12/2013,1202,ROBBERY - BUSINESS,Robbery-Business,elyria-swansea
5/8/2014,2205,BURGLARY - BUSINESS NO FORCE,Burglary,globeville
12/30/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
8/19/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
12/23/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
3/30/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
4/25/2016,2399,THEFT - OTHER,Larceny,baker
11/10/2013,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,five-points
8/17/2015,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,east-colfax
2/21/2014,1313,ASSAULT - SIMPLE,Simple Assault,cheesman-park
11/7/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
2/5/2013,1205,ROBBERY - STREET,Robbery-Street-Res,montbello
1/19/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
11/4/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
3/10/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
10/17/2013,1315,MENACING - FELONY W/WEAP,Agg ASLT-Other,college-view-south-platte
2/15/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,goldsmith
4/5/2015,1316,THREATS TO INJURE,All Other Crimes,washington-park-west
10/24/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
12/24/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
11/15/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,virginia-village
11/10/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
5/31/2015,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,northeast-park-hill
5/1/2016,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,elyria-swansea
9/23/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
10/31/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
9/6/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,barnum-west
9/1/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
3/21/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,platt-park
8/5/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
11/1/2014,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,mar-lee
1/26/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
11/14/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/13/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
1/30/2016,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,platt-park
10/19/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
2/24/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
2/12/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,westwood
12/11/2015,2303,THEFT - SHOPLIFT,Larceny,union-station
5/8/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-park-west
7/8/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,mar-lee
1/23/2016,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,five-points
3/5/2016,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,west-colfax
10/29/2014,2399,THEFT - OTHER,Larceny,cbd
11/14/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
9/28/2013,5707,CRIMINAL TRESPASSING,All Other Crimes,northeast-park-hill
12/31/2013,1316,THREATS TO INJURE,All Other Crimes,montbello
7/21/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
10/27/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,berkeley
8/22/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,university
6/9/2015,2399,THEFT - OTHER,Larceny,union-station
11/12/2013,1313,ASSAULT - SIMPLE,Simple Assault,civic-center
12/23/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
3/19/2014,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,overland
1/2/2015,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,lincoln-park
2/23/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
3/31/2015,1313,ASSAULT - DV,Simple Assault,capitol-hill
5/5/2016,1205,ROBBERY - STREET,Robbery-Street-Res,north-park-hill
5/28/2016,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,east-colfax
5/19/2016,2399,THEFT - OTHER,Larceny,barnum
5/19/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,platt-park
1/3/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cole
8/7/2013,2303,THEFT - SHOPLIFT,Larceny,valverde
4/25/2016,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,montbello
2/16/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
7/18/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
11/11/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,speer
4/22/2015,3560,DRUG - MARIJUANA SELL,Drug Offenses,cbd
1/14/2016,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,cory-merrill
4/25/2016,5707,CRIMINAL TRESPASSING,All Other Crimes,city-park
4/10/2016,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,washington-virginia-vale
10/29/2014,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,villa-park
11/22/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cory-merrill
8/29/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,university
12/7/2014,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,west-colfax
9/21/2015,2399,THEFT - OTHER,Larceny,harvey-park
5/6/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
5/19/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
10/6/2014,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,hampden
6/9/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,montbello
1/10/2016,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,barnum
2/8/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
12/19/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,overland
2/16/2016,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,washington-park
11/30/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
4/23/2015,2399,THEFT - OTHER,Larceny,mar-lee
12/16/2013,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,civic-center
